Account ID,Industry,Vertical, Total BRR ,# Buildings on Net,# Buildings not on Net
Acct-002843,Professional Services,Consulting / Other Professional Services,879.0,1.0,0
Acct-000405,Other Industry,Retail,879.0,1.0,0
Acct-002303,Telecommunications,Wireless,1345.0,1.0,0
Acct-001847,Professional Services,Consulting / Other Professional Services,866.0,1.0,0
Acct-002044,IT Infrastructure,Colo/Hosting,881.0,1.0,0
Acct-002933,IT Infrastructure,Colo/Hosting,860.0,1.0,0
Acct-003209,IT Infrastructure,Colo/Hosting,106507.0,1.0,0
Acct-002000,Media & Content,Internet Content & Software,858.0,1.0,0
Acct-002993,IT Infrastructure,Colo/Hosting,882.0,1.0,0
Acct-001422,Telecommunications,Regional Carrier/ISP,884.0,1.0,0
Acct-002083,Research & Education,K-12 Education,890.0,1.0,0
Acct-001714,Energy & Manufacturing,Oil & Gas,1359.45,1.0,0
Acct-002836,Professional Services,Consulting / Other Professional Services,856.0,1.0,0
Acct-000589,Telecommunications,National Carrier/ISP,104095.0,1.0,0
Acct-002305,Media & Content,Internet Content & Software,854.0,1.0,0
Acct-000775,Energy & Manufacturing,Oil & Gas,54018.0,1.0,0
Acct-003103,Finance,Asset Management / Hedge Fund,895.0,1.0,0
Acct-002936,Healthcare,Healthcare - Other,849.0,1.0,0
Acct-001834,Healthcare,Healthcare - Other,1350.0,1.0,0
Acct-002356,Manufacturing,Manufacturing - Other,1393.0,1.0,0
Acct-001357,Finance,Finance - Other,108644.0,1.0,1
Acct-003038,Energy & Manufacturing,Manufacturing - Other,810.0,1.0,0
Acct-002001,Professional Services,Consulting / Other Professional Services,750.0,1.0,0
Acct-003309,Telecommunications,Regional Carrier/ISP,109064.0,1.0,0
Acct-000230,Telecommunications,Wireless,109289.0,1.0,0
Acct-001624,Government,State/Local Government,1450.88,1.0,0
Acct-001691,Professional Services,Consulting / Other Professional Services,761.0,1.0,0
Acct-001194,Energy & Manufacturing,Manufacturing - Other,48730.68,1.0,0
Acct-002291,Media & Content,Internet Content & Software,1455.0,1.0,0
Acct-002109,Professional Services,Consulting / Other Professional Services,1457.25,1.0,0
Acct-003032,Telecommunications,Regional Carrier/ISP,753.08,1.0,0
Acct-002810,IT Infrastructure,Cloud Service Provider,752.0,1.0,0
Acct-002602,Professional Services,Consulting / Other Professional Services,751.0,1.0,0
Acct-002862,Professional Services,Consulting / Other Professional Services,751.0,1.0,0
Acct-001474,Other Industry,Real Estate / Construction,750.0,1.0,0
Acct-002625,Professional Services,Consulting / Other Professional Services,744.0,1.0,0
Acct-000918,Media & Content,Media,1441.0,1.0,0
Acct-002522,Media & Content,Internet Content & Software,742.0,1.0,0
Acct-001988,Media & Content,Internet Content & Software,1459.3,1.0,0
Acct-001420,Media & Content,Cable & Satellite,48520.0,1.0,0
Acct-003191,,,1480.0,1.0,0
Acct-003360,Other Industry,Telecommunications Equipment Provider,48231.0,1.0,0
Acct-001781,Healthcare,Healthcare - Other,737.0,1.0,0
Acct-001743,Professional Services,Consulting / Other Professional Services,730.0,1.0,0
Acct-002491,Government,State/Local Government,1486.44,1.0,0
Acct-000398,Media & Content,Internet Content & Software,118909.0,1.0,6
Acct-001881,Other Industry,Hospitality,1491.0,1.0,0
Acct-002043,Media & Content,Internet Content & Software,1493.0,1.0,0
Acct-002148,Professional Services,Commercial Systems Integrator,725.0,1.0,0
Acct-002869,Professional Services,Consulting / Other Professional Services,765.0,1.0,0
Acct-002962,Media & Content,Internet Content & Software,766.29,1.0,0
Acct-001824,Other Industry,Real Estate / Construction,806.0,1.0,0
Acct-001588,Healthcare,Healthcare - Other,784.58,1.0,0
Acct-002316,Media & Content,Internet Content & Software,805.0,1.0,0
Acct-002245,Professional Services,Consulting / Other Professional Services,805.0,1.0,0
Acct-001753,Finance,Finance - Other,1394.0,1.0,0
Acct-002775,IT Infrastructure,Colo/Hosting,800.0,1.0,0
Acct-001888,Professional Services,Consulting / Other Professional Services,1395.0,1.0,0
Acct-001572,Professional Services,Consulting / Other Professional Services,799.0,1.0,0
Acct-001558,Professional Services,Consulting / Other Professional Services,798.0,1.0,0
Acct-001863,IT Infrastructure,Colo/Hosting,797.0,1.0,0
Acct-002823,Healthcare,Healthcare,906.3,1.0,0
Acct-002953,Professional Services,Consulting / Other Professional Services,787.12,1.0,0
Acct-001738,Professional Services,Legal,786.0,1.0,0
Acct-001663,Professional Services,Consulting / Other Professional Services,785.0,1.0,0
Acct-002418,Finance,Asset Management / Hedge Fund,49301.06,1.0,1
Acct-002049,Manufacturing,Manufacturing - Other,768.0,1.0,0
Acct-002883,Energy & Manufacturing,Utilities,784.08,1.0,0
Acct-002231,Media & Content,Internet Content & Software,1423.0,1.0,0
Acct-001665,Media & Content,Media,783.0,1.0,0
Acct-002877,Media & Content,Internet Content & Software,783.0,1.0,0
Acct-002621,IT Infrastructure,Colo/Hosting,779.0,1.0,0
Acct-000652,Professional Services,Engineering,1425.45,1.0,0
Acct-001957,Professional Services,Consulting / Other Professional Services,774.0,1.0,0
Acct-003207,Government,State/Local Government,770.36,1.0,0
Acct-001976,Other Industry,Retail,770.0,1.0,0
Acct-002727,Professional Services,Consulting / Other Professional Services,769.0,1.0,0
Acct-002511,Research & Education,Research,768.34,1.0,0
Acct-002090,Professional Services,Consulting / Other Professional Services,1432.43,1.0,0
Acct-001776,Professional Services,Consulting / Other Professional Services,906.0,1.0,0
Acct-002130,Telecommunications,VOIP/VSP,1186.0,1.0,0
Acct-001716,IT Infrastructure,Cloud Service Provider,1326.0,1.0,0
Acct-001948,Media & Content,Internet Content & Software,1103.0,1.0,0
Acct-003272,Other Industry,Retail,1208.11,1.0,0
Acct-000355,Media & Content,Cable & Satellite,67887.0,1.0,0
Acct-002030,Professional Services,Commercial Systems Integrator,1091.0,1.0,0
Acct-000917,Professional Services,Legal,68863.0,1.0,0
Acct-002293,IT Infrastructure,Colo/Hosting,1216.0,1.0,0
Acct-002080,Professional Services,Commercial Systems Integrator,1082.0,1.0,0
Acct-001950,IT Infrastructure,Colo/Hosting,57981.0,1.0,0
Acct-003329,Other Industry,Retail,70071.0,1.0,24
Acct-002718,Professional Services,Consulting / Other Professional Services,1076.0,1.0,0
Acct-002131,Professional Services,Consulting / Other Professional Services,1230.3,1.0,0
Acct-002100,Finance,Asset Management / Hedge Fund,1075.0,1.0,0
Acct-003089,Professional Services,Consulting / Other Professional Services,1233.0,1.0,0
Acct-001672,Telecommunications,Reseller,1236.0,1.0,0
Acct-002955,Other Industry,Transportation,1072.2,1.0,0
Acct-002084,Professional Services,Commercial Systems Integrator,1071.0,1.0,0
Acct-002113,Professional Services,Consulting / Other Professional Services,1238.18,1.0,0
Acct-000486,Energy & Manufacturing,Manufacturing - Other,73671.64,1.0,0
Acct-000208,Media & Content,Media,74411.0,1.0,0
Acct-003132,Media & Content,Media,1070.47,1.0,0
Acct-001525,IT Infrastructure,Cloud Service Provider,1067.42,1.0,0
Acct-001493,Finance,Finance - Other,75100.0,1.0,1
Acct-001654,Telecommunications,Wireless,75799.0,1.0,0
Acct-002373,Finance,Asset Management / Hedge Fund,1255.0,1.0,0
Acct-002140,Other Industry,Real Estate / Construction,1057.0,1.0,0
Acct-002635,Professional Services,Consulting / Other Professional Services,1054.0,1.0,0
Acct-001346,Telecommunications,VOIP/VSP,1274.38,1.0,0
Acct-002012,IT Infrastructure,Colo/Hosting,1051.0,1.0,0
Acct-000580,IT Infrastructure,Colo/Hosting,1100.0,1.0,0
Acct-002523,Research & Education,K-12 Education,1200.0,1.0,0
Acct-001720,Telecommunications,Reseller,92805.61,1.0,0
Acct-002107,Media & Content,Internet Content & Software,1107.0,1.0,0
Acct-003133,Finance,Finance - Other,1178.0,1.0,0
Acct-001883,Professional Services,Commercial Systems Integrator,1175.0,1.0,0
Acct-000888,Media & Content,Internet Content & Software,1188.05,1.0,0
Acct-001577,Healthcare,Healthcare - Other,1173.2,1.0,0
Acct-003275,Other Industry,Real Estate / Construction,1172.44,1.0,0
Acct-002723,IT Infrastructure,Colo/Hosting,1160.0,1.0,0
Acct-001671,Professional Services,Consulting / Other Professional Services,1159.59,1.0,0
Acct-003219,Healthcare,Healthcare - Other,1158.05,1.0,0
Acct-001629,Other Industry,Hospitality,60914.0,1.0,0
Acct-001529,Finance,Finance - Other,1154.08,1.0,0
Acct-000170,Telecommunications,Regional Carrier/ISP,58306.0,1.0,0
Acct-002007,Professional Services,Consulting / Other Professional Services,1150.0,1.0,0
Acct-000696,IT Infrastructure,Cloud Service Provider,1146.48,1.0,0
Acct-002238,Professional Services,Consulting / Other Professional Services,1146.0,1.0,0
Acct-001958,Finance,Finance - Other,1145.0,1.0,0
Acct-002165,Professional Services,Consulting / Other Professional Services,1144.0,1.0,0
Acct-001792,Media & Content,Media,1139.0,1.0,0
Acct-001772,Healthcare,Healthcare - Other,1136.0,1.0,0
Acct-001167,Professional Services,Consulting / Other Professional Services,1131.44,1.0,2
Acct-000750,Media & Content,Internet Content & Software,63816.0,1.0,0
Acct-001868,Media & Content,Internet Content & Software,1125.0,1.0,0
Acct-000881,Telecommunications,National Carrier/ISP,64212.0,1.0,0
Acct-001157,Government,Systems Integrators - Government,1121.46,1.0,0
Acct-000936,Professional Services,Consulting / Other Professional Services,1199.0,1.0,0
Acct-002208,Telecommunications,VOIP/VSP,1115.0,1.0,0
Acct-000530,Other Industry,Retail,1109.37,1.0,0
Acct-002396,IT Infrastructure,Colo/Hosting,64781.0,1.0,0
Acct-002265,Professional Services,Legal,78432.0,1.0,0
Acct-002383,Telecommunications,Regional Carrier/ISP,1274.38,1.0,0
Acct-001851,Media & Content,Internet Content & Software,1044.0,1.0,0
Acct-002095,Healthcare,Pharmaceuticals / BioTech,1041.0,1.0,0
Acct-002879,Telecommunications,VOIP/VSP,971.38,1.0,0
Acct-001166,Media & Content,Media,55637.0,1.0,0
Acct-002106,Professional Services,Consulting / Other Professional Services,971.0,1.0,0
Acct-002260,Healthcare,Healthcare,969.0,1.0,0
Acct-001304,Professional Services,Engineering,83753.0,1.0,0
Acct-002712,Professional Services,Consulting / Other Professional Services,1296.0,1.0,0
Acct-001576,Media & Content,Internet Content & Software,968.0,1.0,0
Acct-000693,Media & Content,Internet Content & Software,967.43,1.0,0
Acct-001473,Professional Services,Consulting / Other Professional Services,960.21,1.0,0
Acct-001757,IT Infrastructure,Colo/Hosting,958.0,1.0,0
Acct-003251,Telecommunications,PTT,954.26,1.0,0
Acct-002118,Telecommunications,Wireless,1303.18,1.0,0
Acct-001810,Other Industry,Real Estate / Construction,950.0,1.0,0
Acct-003182,,,950.0,1.0,0
Acct-000653,Other Industry,Non-Healthcare Insurance,1304.07,1.0,0
Acct-001670,Media & Content,Internet Content & Software,947.0,1.0,0
Acct-002427,Media & Content,Internet Content & Software,943.04,1.0,0
Acct-001821,Finance,Asset Management / Hedge Fund,1305.0,1.0,0
Acct-002239,Media & Content,Internet Content & Software,1310.0,1.0,0
Acct-002524,Research & Education,Research,938.0,1.0,0
Acct-002858,Professional Services,Consulting / Other Professional Services,930.0,1.0,0
Acct-002402,Professional Services,Legal,54937.8,1.0,0
Acct-002750,Professional Services,Consulting / Other Professional Services,1317.26,1.0,0
Acct-001736,IT Infrastructure,Colo/Hosting,89823.0,1.0,0
Acct-001564,IT Infrastructure,Colo/Hosting,914.0,1.0,0
Acct-002872,Telecommunications,VOIP/VSP,907.0,1.0,0
Acct-002089,Professional Services,Engineering,1326.0,1.0,0
Acct-002761,IT Infrastructure,Colo/Hosting,1289.0,1.0,0
Acct-002038,Professional Services,Legal,1285.0,1.0,0
Acct-002898,Professional Services,Consulting / Other Professional Services,973.0,1.0,0
Acct-002099,Finance,Finance - Other,1020.0,1.0,0
Acct-000867,Professional Services,Consulting / Other Professional Services,1038.0,1.0,0
Acct-002115,Healthcare,Healthcare - Other,1036.0,1.0,0
Acct-002908,Other Industry,Real Estate / Construction,1033.0,1.0,0
Acct-002235,Telecommunications,Regional Carrier/ISP,1033.0,1.0,0
Acct-001985,Healthcare,Healthcare - Other,724.0,1.0,0
Acct-000566,Professional Services,Consulting / Other Professional Services,1032.9,1.0,0
Acct-002119,Professional Services,Consulting / Other Professional Services,1025.0,1.0,0
Acct-001234,Media & Content,Media,1020.0,1.0,0
Acct-001893,Professional Services,Consulting / Other Professional Services,1274.38,1.0,0
Acct-003294,Professional Services,Consulting / Other Professional Services,1020.0,1.0,0
Acct-002228,IT Infrastructure,Colo/Hosting,57119.0,1.0,0
Acct-001160,Telecommunications,Regional Carrier/ISP,1020.0,1.0,0
Acct-002157,Other Industry,Retail,1016.0,1.0,0
Acct-001843,Professional Services,Consulting / Other Professional Services,975.0,1.0,0
Acct-003305,Energy & Manufacturing,Oil & Gas,1007.0,1.0,0
Acct-002563,Other Industry,Retail,1007.0,1.0,0
Acct-002752,Professional Services,Consulting / Other Professional Services,1006.0,1.0,0
Acct-002227,IT Infrastructure,Colo/Hosting,999.0,1.0,0
Acct-002806,Telecommunications,PTT,1282.0,1.0,0
Acct-001680,Other Industry,Non-Healthcare Insurance,994.0,1.0,0
Acct-000507,Telecommunications,PTT,81290.0,1.0,0
Acct-001832,Professional Services,Commercial Systems Integrator,990.0,1.0,0
Acct-002313,Media & Content,Internet Content & Software,988.0,1.0,0
Acct-001667,Professional Services,Consulting / Other Professional Services,980.73,1.0,0
Acct-003065,Healthcare,Healthcare - Other,976.16,1.0,0
Acct-002541,Media & Content,Media,82501.0,1.0,0
Acct-002146,Media & Content,Internet Content & Software,934.39,1.0,0
Acct-001164,Energy & Manufacturing,Utilities,9983.0,1.0,0
Acct-002636,Professional Services,Engineering,721.0,1.0,0
Acct-002726,Professional Services,Consulting / Other Professional Services,147.0,1.0,0
Acct-002585,Professional Services,Consulting / Other Professional Services,148.0,1.0,0
Acct-002772,Professional Services,Legal,148.0,1.0,0
Acct-002741,Research & Education,Research,148.0,1.0,0
Acct-002003,Professional Services,Consulting / Other Professional Services,150.0,1.0,0
Acct-003001,Research & Education,Higher Education,157.0,1.0,0
Acct-002733,Telecommunications,VOIP/VSP,157.0,1.0,0
Acct-001555,Professional Services,Consulting / Other Professional Services,161.6,1.0,0
Acct-002159,Media & Content,Media,170.0,1.0,0
Acct-001249,Government,State/Local Government,172.0,1.0,0
Acct-002732,Media & Content,Internet Content & Software,176.0,1.0,0
Acct-001677,Professional Services,Consulting / Other Professional Services,197.0,1.0,0
Acct-002956,Telecommunications,Reseller,198.0,1.0,0
Acct-001859,Healthcare,Healthcare - Other,200.0,1.0,0
Acct-001800,Media & Content,Internet Content & Software,404033.0,1.0,0
Acct-002745,Media & Content,Media,204.0,1.0,0
Acct-002648,IT Infrastructure,Colo/Hosting,148.0,1.0,0
Acct-002594,Professional Services,Consulting / Other Professional Services,147.0,1.0,0
Acct-001026,Professional Services,Consulting / Other Professional Services,208.0,1.0,0
Acct-002697,Professional Services,Consulting / Other Professional Services,145.0,1.0,0
Acct-002616,Media & Content,Internet Content & Software,114.0,1.0,0
Acct-002769,Media & Content,Media,114.0,1.0,0
Acct-002797,Professional Services,Engineering,115.0,1.0,0
Acct-000046,Telecommunications,National Carrier/ISP,117.0,1.0,0
Acct-002603,IT Infrastructure,Colo/Hosting,117.0,1.0,0
Acct-002729,Professional Services,Consulting / Other Professional Services,117.0,1.0,0
Acct-002970,Telecommunications,VOIP/VSP,118.0,1.0,0
Acct-002949,Professional Services,Consulting / Other Professional Services,118.0,1.0,0
Acct-002609,Media & Content,Internet Content & Software,118.0,1.0,0
Acct-002976,Professional Services,Consulting / Other Professional Services,123.0,1.0,0
Acct-002918,Professional Services,Consulting / Other Professional Services,123.0,1.0,0
Acct-002604,Professional Services,Consulting / Other Professional Services,124.0,1.0,0
Acct-002776,Professional Services,Consulting / Other Professional Services,124.0,1.0,0
Acct-002967,Professional Services,Consulting / Other Professional Services,134.0,1.0,0
Acct-003035,Media & Content,Internet Content & Software,135.17,1.0,0
Acct-003612,Healthcare,Healthcare - Other,206.25,1.0,0
Acct-002711,Professional Services,Consulting / Other Professional Services,214.0,1.0,0
Acct-002615,Media & Content,Media,111.0,1.0,0
Acct-002981,Professional Services,Consulting / Other Professional Services,304.0,1.0,0
Acct-002845,Professional Services,Consulting / Other Professional Services,304.0,1.0,0
Acct-002623,IT Infrastructure,Cloud Service Provider,305.0,1.0,0
Acct-002592,Professional Services,Consulting / Other Professional Services,305.0,1.0,0
Acct-000607,Telecommunications,Regional Carrier/ISP,229498.0,1.0,0
Acct-002825,Professional Services,Consulting / Other Professional Services,310.0,1.0,0
Acct-002785,Media & Content,Internet Content & Software,310.0,1.0,0
Acct-002633,IT Infrastructure,Cloud Service Provider,317.0,1.0,0
Acct-003183,,,350.0,1.0,0
Acct-002812,Professional Services,Commercial Systems Integrator,365.0,1.0,0
Acct-002690,Professional Services,Consulting / Other Professional Services,369.0,1.0,0
Acct-001662,Healthcare,Hospital/Clinic,379.05,1.0,0
Acct-002651,Professional Services,Consulting / Other Professional Services,393.31,1.0,0
Acct-002963,Professional Services,Consulting / Other Professional Services,399.0,1.0,0
Acct-002905,Professional Services,Consulting / Other Professional Services,399.0,1.0,0
Acct-002909,Government,Systems Integrators - Government,399.0,1.0,0
Acct-002875,Professional Services,Consulting / Other Professional Services,304.0,1.0,0
Acct-003194,,,300.0,1.0,0
Acct-002139,Healthcare,Healthcare - Other,216.0,1.0,0
Acct-002748,Professional Services,Consulting / Other Professional Services,299.0,1.0,0
Acct-002087,Media & Content,Media,230.0,1.0,0
Acct-003002,Finance,Finance - Other,230.0,1.0,0
Acct-003598,Professional Services,Consulting / Other Professional Services,246.39,1.0,0
Acct-002866,Media & Content,Internet Content & Software,249.0,1.0,0
Acct-002721,Other Industry,Transportation,249.0,1.0,0
Acct-002778,Professional Services,Consulting / Other Professional Services,252.04,1.0,0
Acct-003024,Media & Content,Internet Content & Software,253.06,1.0,0
Acct-002999,Professional Services,Commercial Systems Integrator,255.1,1.0,0
Acct-002035,Professional Services,Consulting / Other Professional Services,270.0,1.0,0
Acct-002586,Professional Services,Commercial Systems Integrator,280.0,1.0,0
Acct-001664,Media & Content,Internet Content & Software,280.0,1.0,0
Acct-003116,Telecommunications,Regional Carrier/ISP,287.0,1.0,0
Acct-002822,Energy & Manufacturing,Oil & Gas,299.0,1.0,0
Acct-000401,Telecommunications,National Carrier/ISP,307924.0,1.0,0
Acct-002710,Media & Content,Media,299.0,1.0,0
Acct-002952,Media & Content,Internet Content & Software,114.0,1.0,0
Acct-002794,Professional Services,Consulting / Other Professional Services,111.0,1.0,0
Acct-002945,Professional Services,Consulting / Other Professional Services,719.0,1.0,0
Acct-003031,Professional Services,Commercial Systems Integrator,50.0,1.0,0
Acct-002997,Professional Services,Legal,50.0,1.0,0
Acct-003040,Professional Services,Consulting / Other Professional Services,50.0,1.0,0
Acct-002787,Other Industry,Non-Healthcare Insurance,50.0,1.0,0
Acct-002704,Media & Content,Internet Content & Software,50.0,1.0,0
Acct-002691,Professional Services,Consulting / Other Professional Services,50.0,1.0,0
Acct-002972,Professional Services,Consulting / Other Professional Services,52.25,1.0,0
Acct-002640,Professional Services,Consulting / Other Professional Services,55.0,1.0,0
Acct-002613,Media & Content,Media,55.0,1.0,0
Acct-002792,Healthcare,Healthcare,64.0,1.0,0
Acct-001900,Telecommunications,National Carrier/ISP,1057018.0,1.0,0
Acct-003062,Media & Content,Internet Content & Software,65.04,1.0,0
Acct-001199,Professional Services,Consulting / Other Professional Services,74.0,1.0,0
Acct-003029,Professional Services,Consulting / Other Professional Services,84.0,1.0,0
Acct-000444,Telecommunications,PTT,662482.19,1.0,0
Acct-003059,Other Industry,Retail,85.0,1.0,0
Acct-003005,Media & Content,Media,50.0,1.0,0
Acct-003041,Media & Content,Media,50.0,1.0,0
Acct-002984,Finance,Finance - Other,85.37,1.0,0
Acct-003047,Research & Education,Higher Education,50.0,1.0,0
Acct-002343,Finance,Finance - Other,39.0,1.0,0
Acct-001604,Media & Content,Gaming/eSports,49.0,1.0,0
Acct-003009,IT Infrastructure,Colo/Hosting,49.0,1.0,0
Acct-002986,IT Infrastructure,Cloud Service Provider,49.0,1.0,0
Acct-002940,IT Infrastructure,Colo/Hosting,49.0,1.0,0
Acct-002626,Media & Content,Internet Content & Software,49.0,1.0,0
Acct-002803,Media & Content,Media,49.0,1.0,0
Acct-002638,Healthcare,Hospital/Clinic,49.0,1.0,0
Acct-002605,IT Infrastructure,Colo/Hosting,49.0,1.0,0
Acct-002782,Professional Services,Consulting / Other Professional Services,49.0,1.0,0
Acct-002591,Professional Services,Consulting / Other Professional Services,49.0,1.0,0
Acct-002753,Other Industry,Retail,49.0,1.0,0
Acct-002760,Finance,Asset Management / Hedge Fund,49.0,1.0,0
Acct-002705,IT Infrastructure,Colo/Hosting,49.0,1.0,0
Acct-003049,IT Infrastructure,Colo/Hosting,50.0,1.0,0
Acct-003020,Media & Content,Internet Content & Software,85.37,1.0,0
Acct-001675,Other Industry,Real Estate / Construction,87.08,1.0,0
Acct-002982,Professional Services,Consulting / Other Professional Services,111.0,1.0,0
Acct-003013,IT Infrastructure,Colo/Hosting,100.0,1.0,0
Acct-003004,Professional Services,Consulting / Other Professional Services,101.0,1.0,0
Acct-003039,Other Industry,Retail,102.0,1.0,0
Acct-002998,Professional Services,Commercial Systems Integrator,102.0,1.0,0
Acct-002887,Professional Services,Consulting / Other Professional Services,102.0,1.0,0
Acct-002610,Professional Services,Consulting / Other Professional Services,104.0,1.0,0
Acct-002992,Healthcare,Healthcare,105.0,1.0,0
Acct-002628,Professional Services,Consulting / Other Professional Services,105.0,1.0,0
Acct-002780,Professional Services,Consulting / Other Professional Services,105.0,1.0,0
Acct-002617,Professional Services,Consulting / Other Professional Services,108.0,1.0,0
Acct-002931,Professional Services,Consulting / Other Professional Services,109.0,1.0,0
Acct-002927,Professional Services,Consulting / Other Professional Services,109.0,1.0,0
Acct-002608,Professional Services,Consulting / Other Professional Services,109.0,1.0,0
Acct-002601,Other Industry,Retail,109.0,1.0,0
Acct-002689,Other Industry,Non-Healthcare Insurance,109.0,1.0,0
Acct-002688,Professional Services,Consulting / Other Professional Services,109.0,1.0,0
Acct-003046,Other Industry,Non-Healthcare Insurance,101.0,1.0,0
Acct-000976,IT Infrastructure,Cloud Service Provider,100.0,1.0,0
Acct-002930,IT Infrastructure,Colo/Hosting,92.0,1.0,0
Acct-003010,Professional Services,Legal,99.59,1.0,0
Acct-002978,Media & Content,Internet Content & Software,98.0,1.0,0
Acct-002941,Professional Services,Consulting / Other Professional Services,98.0,1.0,0
Acct-002742,Professional Services,Consulting / Other Professional Services,98.0,1.0,0
Acct-002751,Finance,Finance - Other,98.0,1.0,0
Acct-002763,Media & Content,Media,98.0,1.0,0
Acct-002702,Research & Education,Research,98.0,1.0,0
Acct-002969,Professional Services,Consulting / Other Professional Services,99.0,1.0,0
Acct-002911,Healthcare,Hospital/Clinic,99.0,1.0,0
Acct-002900,Media & Content,Internet Content & Software,99.0,1.0,0
Acct-002788,Media & Content,Internet Content & Software,99.0,1.0,0
Acct-002730,Media & Content,Internet Content & Software,99.0,1.0,0
Acct-002719,Professional Services,Consulting / Other Professional Services,99.0,1.0,0
Acct-002720,Professional Services,Consulting / Other Professional Services,99.0,1.0,0
Acct-002696,Media & Content,Internet Content & Software,99.0,1.0,0
Acct-002684,Professional Services,Consulting / Other Professional Services,99.0,1.0,0
Acct-002989,Media & Content,Internet Content & Software,399.0,1.0,0
Acct-002853,Other Industry,Real Estate / Construction,399.0,1.0,0
Acct-002865,Finance,Finance - Other,399.0,1.0,0
Acct-002994,Media & Content,Internet Content & Software,585.39,1.0,0
Acct-002700,Other Industry,Retail,595.0,1.0,0
Acct-002181,Media & Content,Internet Content & Software,140637.0,1.0,0
Acct-002032,Professional Services,Engineering,600.0,1.0,0
Acct-002059,Other Industry,Retail,600.0,1.0,0
Acct-002125,Professional Services,Consulting / Other Professional Services,600.0,1.0,0
Acct-002793,Finance,Finance - Other,600.0,1.0,0
Acct-002629,Media & Content,Media,601.0,1.0,0
Acct-002656,Media & Content,Internet Content & Software,609.0,1.0,0
Acct-002151,Media & Content,Internet Content & Software,611.36,1.0,0
Acct-001058,IT Infrastructure,Colo/Hosting,139713.0,1.0,0
Acct-001598,Energy & Manufacturing,Manufacturing - Other,612.0,1.0,0
Acct-001660,IT Infrastructure,Colo/Hosting,612.0,1.0,0
Acct-000968,Telecommunications,PTT,139547.0,1.0,0
Acct-002606,Professional Services,Consulting / Other Professional Services,615.0,1.0,0
Acct-001205,Other Industry,Retail,139215.57,1.0,1
Acct-002974,IT Infrastructure,Colo/Hosting,595.0,1.0,0
Acct-000698,IT Infrastructure,Cloud Service Provider,584.0,1.0,0
Acct-003012,Media & Content,Media,620.0,1.0,0
Acct-001573,Professional Services,Consulting / Other Professional Services,578.0,1.0,0
Acct-002922,Finance,Finance - Other,534.0,1.0,0
Acct-002746,Professional Services,Consulting / Other Professional Services,534.0,1.0,0
Acct-001684,Professional Services,Legal,534.0,1.0,0
Acct-002808,Professional Services,Consulting / Other Professional Services,534.0,1.0,0
Acct-001740,Professional Services,Consulting / Other Professional Services,536.0,1.0,0
Acct-001118,Telecommunications,VOIP/VSP,541.0,1.0,0
Acct-002961,Telecommunications,Wireless,548.0,1.0,0
Acct-002127,Other Industry,Telecommunications Equipment Provider,554.3,1.0,0
Acct-002301,Professional Services,Consulting / Other Professional Services,556.0,1.0,0
Acct-003058,Healthcare,Healthcare - Other,557.13,1.0,0
Acct-000235,Professional Services,Consulting / Other Professional Services,558.0,1.0,0
Acct-002019,Media & Content,Internet Content & Software,562.0,1.0,0
Acct-000307,Professional Services,Consulting / Other Professional Services,562.0,1.0,0
Acct-002520,Research & Education,Research,575.0,1.0,0
Acct-001965,Healthcare,Healthcare - Other,575.0,1.0,0
Acct-002216,Media & Content,Internet Content & Software,620.0,1.0,0
Acct-002173,Media & Content,Internet Content & Software,621.0,1.0,0
Acct-002849,Professional Services,Legal,399.0,1.0,0
Acct-002647,Media & Content,Internet Content & Software,679.0,1.0,0
Acct-002829,Other Industry,Non-Healthcare Insurance,685.0,1.0,0
Acct-002840,Other Industry,Retail,685.02,1.0,0
Acct-001106,Media & Content,Internet Content & Software,686.0,1.0,0
Acct-003098,Healthcare,Healthcare - Other,691.0,1.0,0
Acct-002708,Other Industry,Retail,691.0,1.0,0
Acct-002713,IT Infrastructure,Cloud Service Provider,697.0,1.0,0
Acct-000301,Telecommunications,National Carrier/ISP,120805.0,1.0,0
Acct-001994,Media & Content,Internet Content & Software,700.0,1.0,0
Acct-002219,IT Infrastructure,Cloud Service Provider,704.0,1.0,0
Acct-002129,Media & Content,Internet Content & Software,709.0,1.0,0
Acct-002694,Professional Services,Consulting / Other Professional Services,709.0,1.0,0
Acct-002042,Media & Content,Internet Content & Software,711.0,1.0,0
Acct-000029,Professional Services,Consulting / Other Professional Services,714.0,1.0,0
Acct-001414,Media & Content,Internet Content & Software,714.0,1.0,0
Acct-002977,Healthcare,Healthcare - Other,715.48,1.0,0
Acct-002143,Energy & Manufacturing,Manufacturing - Other,685.0,1.0,0
Acct-002939,Professional Services,Consulting / Other Professional Services,679.0,1.0,0
Acct-003295,Other Industry,Telecommunications Equipment Provider,622.0,1.0,0
Acct-002874,Other Industry,Telecommunications Equipment Provider,676.0,1.0,0
Acct-001877,Professional Services,Commercial Systems Integrator,626.0,1.0,0
Acct-001698,IT Infrastructure,Colo/Hosting,639.49,1.0,0
Acct-001974,Research & Education,Higher Education,640.0,1.0,0
Acct-000871,Telecommunications,Reseller,124984.0,1.0,0
Acct-002150,Healthcare,Healthcare - Other,653.0,1.0,0
Acct-002846,Professional Services,Consulting / Other Professional Services,658.0,1.0,0
Acct-002937,Professional Services,Consulting / Other Professional Services,660.0,1.0,0
